	SS_N_0	SS_N_1	SS_N_2	SS_N_3	SS_N_4	SS_N_5	SS_N_6	SS_N_7	SS_N_8	SS_N_9	SS_N_10	SS_N_11	SS_N_12	SS_N_13	SS_N_14	SS_N_15	SS_N_16	SS_N_17	SS_N_18	SS_N_19	SS_N_20	SS_N_21	SS_N_22	SS_N_23	SS_N_24	SS_N_25	SS_N_26	SS_N_27	SS_N_28	SS_N_29	SS_N_30	SS_N_31	SS_N_32	SS_N_33	SS_N_34	SS_N_35	SS_N_36	SS_N_37	SS_N_38	SS_N_39	SS_N_40	SS_N_41	SS_N_42	SS_N_43	SS_N_44	SS_N_45	SS_N_46	SS_N_47	SS_N_48	SS_N_49	SS_N_50	SS_N_51	SS_N_52	SS_N_53	SS_N_54	SS_N_55	SS_N_56	SS_C_0	SS_C_1	SS_C_2	SS_C_3	SS_C_4	SS_C_5	SS_C_6	SS_C_7	SS_C_8	SS_C_9	SS_C_10	SS_C_11	SS_C_12	SS_C_13	SS_C_14	SS_C_15	SS_C_16	SS_C_17	SS_C_18	SS_C_19	SS_C_20	SS_C_21	SS_C_22	SS_C_23	SS_C_24	SS_C_25	SS_C_26	SS_C_27	SS_C_28	SS_C_29	SS_C_30	SS_C_31	SS_C_32	SS_C_33	SS_C_34	SS_C_35	SS_C_36	SS_C_37	SS_C_38	SS_C_39	SS_C_40	SS_C_41	SS_C_42	SS_C_43	SS_C_44	SS_C_45	SS_C_46	SS_C_47	SS_C_48	SS_C_49	TS_N_0_0	TS_N_1_0	TS_N_2_0	TS_N_3_0	TS_N_4_0	TS_N_5_0	TS_N_0_1	TS_N_1_1	TS_N_2_1	TS_N_3_1	TS_N_4_1	TS_N_5_1	TS_C_0_0	TS_C_1_0	TS_C_2_0	TS_C_3_0	TS_C_4_0	TS_C_5_0	TS_C_0_1	TS_C_1_1	TS_C_2_1	TS_C_3_1	TS_C_4_1	TS_C_5_1
AT3G52950	8.575571087	8.012172495	8.095251854	8.400441934	7.147242068	6.873510576	6.702506611	7.277324009	7.408518181	6.707407709	6.20012533	8.193739955	8.705903687	8.367237882	7.691781882	7.709562248	8.350960353	8.061726779	8.319072267	7.900834178	7.771306068	7.718802327	8.249461169	8.717167577	8.163090924	7.937292208	7.674981619	7.704585694	8.219929537	7.9760937	7.692031494	8.350850699	8.592823985	8.560948634	7.72644616	7.556248383	7.839170758	7.874939859	7.72500029	7.776715323	8.03781346	7.935100498	7.986776108	8.212326605	8.462614282	8.513386558	8.000861671	8.152292624	8.31529181	9.182137353	8.951551201	9.172504548	7.888556852	8.267170851	8.462360496	7.894966111	8.40114317	7.168444188	7.464729289	7.364249432	7.460157428	6.896726862	6.817254468	6.429115734	8.293149786	8.325551714	7.065300256	7.234321755	7.693743908	8.049179677	7.709831256	8.281395585	8.632187385	7.896981823	8.315821284	7.930098761	7.958870793	7.901013412	5.654059134	7.601832495	7.922582665	8.332249625	7.746774346	7.334704447	7.439793799	7.450276419	7.444035344	7.995226934	7.736225759	7.584687058	7.844339683	7.584382537	7.810776031	7.938000972	7.938682251	7.876074651	7.690435295	7.554263436	7.587454122	8.161591182	8.237085619	8.102851556	7.755326117	7.477647958	6.70281091	7.344070974	7.364859738	6.98979925	7.217566465	7.690510438	8.114985125	8.168435957	8.182214805	7.314004989	7.262984543	7.735791484	7.896967465	8.307570159	8.128747124	7.430559012	7.085300166	7.747397692	7.697480505	7.794110187	7.409746018	7.237144506	6.665967144	7.530031479	7.893040021	7.854620759	7.666496891
AT3G52970	4.892770986	4.990066298	4.676529949	4.708090396	4.975928922	4.844012703	6.053856042	5.210223402	5.666127846	4.557091495	6.721967019	4.570529877	5.446799137	5.653316141	5.543063619	6.072990896	4.737388346	5.552344579	5.335413089	4.875659179	5.359719274	5.780962398	5.080239829	4.734539299	4.833262037	5.071575112	5.123090826	4.628837827	4.447386499	4.510373792	4.545525707	4.170944321	3.881012866	4.193091327	5.0127705	4.982268792	5.836109451	4.822098658	4.623604646	5.39720369	4.572488577	4.282322377	4.328211966	7.63422457	7.416041229	7.569438449	6.091308211	6.172007252	5.835789774	3.857603597	4.340443208	4.169152333	4.589665769	4.300540719	3.948410923	4.209147595	4.350815904	4.845333999	4.952168114	4.433407735	4.83577605	6.251375135	4.983919896	6.604566458	4.424617894	4.915349511	5.29669139	5.311256109	5.641923854	5.347261754	5.832436517	5.503060167	4.572467296	4.792298107	5.118734079	4.825092333	5.308598759	5.591901346	8.117042343	4.991077786	4.179210675	4.75940705	4.696219698	4.454276472	3.94474879	3.769508421	3.891186842	5.096680921	5.349992533	5.226544011	4.907605788	4.810790286	5.466389808	4.992436126	4.814077441	5.44526283	7.210480749	6.800453926	7.499762949	4.307552055	4.388149925	4.488662811	4.786771159	4.062091046	3.864624573	4.006881989	4.221254261	5.711210834	5.744252475	4.470961593	4.750844609	4.574150786	4.776808494	5.49984978	5.487412564	4.380943101	5.627150895	4.590879664	4.890299768	5.439728709	5.84196801	4.774448835	5.075224546	4.629061237	4.984742411	5.629187691	6.018097135	4.705968553	4.872444009	4.70058585	4.587532368
AT3G52150	5.359133315	5.10111391	6.309818283	5.892640854	5.387074718	5.840166499	5.284951219	5.276843205	5.149821968	5.132595777	5.697188929	4.844016918	5.243166268	5.757511057	5.512507618	5.502371433	4.814961128	4.912226216	5.177216721	5.09191985	5.313130983	5.293200985	4.887778609	5.424445627	4.983596476	5.947551261	6.006990826	5.505224503	5.593853522	6.089469864	5.275270031	6.795336657	6.691510158	6.752184463	6.016318022	5.924947942	5.914840077	6.553641205	6.364747069	6.436741489	6.149411025	6.444948278	6.360913038	6.197477928	6.352896939	6.12321447	6.413889322	6.523375132	6.461775039	6.251116736	6.628182105	6.395623599	5.545683141	5.868765453	5.572939422	6.380614948	6.426793493	5.391748192	5.450502813	5.970740403	5.798999966	5.347376194	5.285816963	6.602057767	4.706594112	5.589353875	6.259801602	5.913313154	6.010372254	5.274479644	5.155978428	5.030127512	5.616233092	5.495510257	5.260282465	5.302274455	4.590217651	4.766607238	4.365303027	5.481554117	5.501238988	5.721018977	5.99861807	5.548908637	6.714755292	6.693174264	6.713877087	5.804215562	5.717038891	5.551106489	6.049699176	6.368863412	6.289551613	5.564542867	5.699804491	5.753583412	6.054354835	6.311408509	6.273728767	6.424119542	6.12640738	5.672176211	6.258881883	5.849724739	5.780970105	6.776225137	6.520886708	4.264986267	4.423450321	5.278164628	5.245098265	6.502882184	5.60543984	4.989007308	5.123292209	5.658406397	5.279511714	5.072107954	5.550474594	4.709970394	4.798305002	5.36895138	5.329007103	5.393342544	5.605164322	4.452997786	4.75354678	5.251654126	5.400932901	5.52301091	5.56316036
AT3G51660	5.100214657	5.128717303	4.775509169	4.797176465	6.48909728	6.48395311	6.163170149	6.363801755	6.608659909	6.786595766	6.233598839	8.554226749	8.158378546	8.934073098	8.360166526	6.277399807	6.300238707	5.730609759	5.910219977	4.773807318	5.404161034	7.014197652	5.732940289	5.497222751	5.097827777	6.302815973	6.997231009	5.367476845	8.286251066	5.089151444	4.879822812	5.89143523	5.673588795	6.107561279	6.972432977	6.848080419	6.805685746	7.292627039	7.163079229	7.432212378	6.583515764	6.904194	6.666240806	7.283139849	7.046730045	7.155202937	7.627901067	7.442572788	7.452776348	5.89596677	6.72286923	5.467760192	6.121046881	6.166061896	5.10899277	5.377731315	5.234946309	4.926455361	5.287804018	4.673017761	4.749610151	5.602880689	6.171899902	8.580230397	8.568612082	8.984851935	7.120690586	7.076423001	5.882218422	4.79370006	4.641049872	5.139059883	5.288393107	5.193670874	5.31800799	5.715735724	5.053520236	5.242979121	7.022205064	5.347500862	5.302689274	7.378535302	6.082352466	5.20885805	6.616980838	6.800614974	6.582274208	7.090832189	6.758361414	6.632321228	6.695048473	7.141587686	7.117418368	6.626598856	6.755838029	6.552828048	7.203128554	7.412152789	7.198633217	6.174742382	5.998195653	6.96322567	5.151070059	5.544939924	5.644867324	6.041833727	5.825763649	6.267595554	5.864456258	6.216430216	6.339693395	6.438197099	6.016085898	6.695336857	6.050333449	6.367261421	7.04757624	6.304023297	5.939732819	5.370937482	5.829310942	5.954242054	6.126677956	5.966050816	6.316663573	5.853458342	6.304170135	6.350822165	6.297355239	6.078251179	6.760555158
AT3G50970	9.39152901	9.524411155	9.445700252	8.6144884	10.02927276	9.608314566	10.43248506	9.781297511	10.26791417	9.468359039	9.29081006	8.414751107	9.169393804	11.36718075	11.34058855	10.2099937	10.39020929	10.66721122	11.50204961	10.08444378	10.13262245	11.20770509	11.03048552	10.81899299	11.23437121	10.72150401	11.5223567	11.66972029	13.07710262	10.9725833	10.58064183	10.76142976	10.99571524	11.24987111	12.96432575	12.69758733	12.57878492	12.20028746	12.3908394	12.36711687	10.87332553	10.68239458	10.68909181	10.83965714	10.86994483	11.01154911	8.484931087	8.553481433	8.782317592	10.66354875	9.326900511	9.494529339	10.97789114	11.16400451	9.743131119	9.886933196	9.338553499	9.81968456	9.848811769	9.886873262	10.0973765	10.58921463	9.572783533	10.54101052	8.778096768	10.85239345	11.1701023	10.87118125	10.23139242	10.49210496	10.31401219	10.63572456	11.05427	11.23026238	11.90967925	10.78325975	10.59941604	10.32317286	7.187643644	11.63726565	11.4584747	12.96170176	11.15085557	10.81027006	10.53354323	10.29546292	10.15631203	12.6677964	12.44809376	12.20563646	11.84325502	12.26191807	12.44790774	10.64927635	10.73381961	10.8820201	7.872810306	7.84436882	7.961631728	9.984132189	9.825629438	10.20964417	11.38467391	10.66347608	10.82569397	9.872130324	9.718865306	9.839934226	9.715868933	10.73145088	10.40240985	10.71512254	10.61429191	10.23844	9.644869266	10.3129413	10.32547988	10.76415655	10.72827449	10.25772378	9.578538118	10.91851633	10.60838069	10.70736396	10.46796685	9.870669636	9.322654704	11.04588905	10.47308855	10.97416334	10.42137302
AT3G51600	7.476488688	8.01726628	8.955652259	9.231516276	6.505845895	6.669812185	4.903999317	6.169259515	5.762356751	5.93673028	11.19044539	11.48625652	12.36364421	11.74809604	11.53956582	11.28325797	9.313963486	8.150419636	7.121090712	6.812424821	6.887050291	6.582839046	7.985705371	5.838526814	5.231474943	9.729608117	9.056002068	8.794117717	8.104482657	8.704618072	8.421429061	5.669109508	6.291298174	7.732082319	9.526242185	9.294957265	8.748141257	8.59795869	9.189308426	8.134416269	6.443161434	5.904552985	5.745680087	8.709225526	8.526064402	8.476261709	8.392218253	8.709428514	8.92875873	9.468763949	9.168908664	8.930640116	9.425085508	9.326825307	8.201964052	7.666909347	8.514538406	7.357575843	8.033273162	9.007144475	9.197006603	6.149338222	6.370854261	11.37435284	11.57999767	12.3661344	11.41336074	11.71967542	11.68261604	8.549612999	7.775107788	6.96227269	7.883392494	7.26578718	5.940598748	8.40351442	5.130963019	5.498381611	5.371867238	8.626018317	7.85031933	8.36865388	8.956213555	9.336483034	5.581203156	6.427884265	7.974699045	8.74703628	8.410278548	8.654686046	8.419556492	8.69726511	8.719378284	5.141776141	5.057804962	4.855493501	8.790610883	8.787552897	8.563392842	9.748768527	9.415591599	10.1155342	8.802343346	9.663801491	9.645669584	8.408780296	7.842006124	6.498296988	6.249754178	8.045268406	7.450340217	9.115070824	8.030505914	7.082695353	7.485216221	8.160634657	6.974561003	7.946086801	7.692833134	7.052313966	6.299785781	7.193721357	7.441066366	7.830064227	8.192157792	7.232187188	6.052274543	7.304186368	7.529431489	7.899742226	8.344602369
AT3G51240	9.978045557	9.792040078	10.40075159	10.52361121	9.439567077	7.733494807	9.110451801	7.777225339	10.2683541	8.070833891	7.537161839	7.705010726	9.237661257	10.85085852	10.81256644	10.74544174	10.75621601	9.887035215	9.411729994	9.302890708	10.96279586	10.2630925	9.429049813	8.190999672	7.644640053	9.95887256	10.65875638	11.10702333	10.4576937	10.00639274	10.34738912	8.585666997	8.938378529	8.389220107	11.20628574	10.43385554	10.44319341	10.52184457	10.57692589	10.57727737	11.60131991	10.67866469	11.17530806	8.503957728	8.569029627	8.499720483	6.619899136	6.751831443	6.598698694	10.30337177	10.02537438	10.31052966	11.25768128	11.02038432	10.60434673	9.368801753	9.62694945	10.33107507	9.917784253	10.27469846	10.30775053	9.861538782	8.213297098	7.876182632	7.926871186	10.63522022	10.74277069	11.27612109	11.28751339	10.52909064	10.32615805	9.710494384	9.68634177	12.27582624	11.26851637	9.730995893	8.790368477	8.338242882	6.380696412	11.03272859	11.25678229	10.96296662	9.937029597	11.1832419	9.010859405	9.526487375	9.039600085	11.28418376	9.878421651	9.8254203	10.93972436	10.43823781	11.12833225	11.49295742	10.86889198	11.42352872	8.830080212	8.552465641	8.587074577	10.24476693	10.83552529	11.28484632	11.02414732	11.7035381	11.89859702	9.573855195	9.637710013	10.37733886	10.64447499	12.23071355	11.82726993	11.83601518	12.07510544	10.56596538	10.73648931	12.10481615	11.16229744	11.99803251	12.12483272	10.31619145	10.47527338	11.84268398	11.99464377	11.69968304	12.15850807	10.66104324	10.31459377	11.96903059	11.74227937	11.75423989	12.18119606
AT3G50930	5.198337518	5.648948593	6.717911857	7.429330275	4.576229474	5.465825775	4.626531577	5.195926632	6.092862692	5.151526562	7.695705639	8.157512513	8.65124969	8.752835537	9.72792569	9.744629926	9.808560102	9.880767169	10.46029001	9.35156347	9.306080365	9.340917716	9.420860831	9.838865165	10.11786545	7.888594033	6.681684474	8.816647511	10.28082728	7.582112721	7.976445379	7.327747153	9.62287891	9.374990281	5.614009321	4.768667322	4.966126754	4.898906641	4.872920239	5.557451724	4.908147952	4.794146196	4.631276327	4.616201796	4.783977544	4.68760359	5.725379803	5.188119341	4.5516137	6.884666063	8.400126843	7.318665474	6.799580578	7.77344233	6.712021447	7.564360718	6.703453731	6.098189462	5.727337817	6.048381821	7.09738263	4.693962484	5.255072979	6.541118359	8.289831428	8.63654737	8.7364875	9.083958421	8.839302112	9.815513364	9.117254032	9.908087611	9.382610377	10.03341593	10.07050739	9.041406601	9.502554445	9.434020143	5.079938914	8.788966402	8.072282892	9.962112677	7.827568572	7.312868482	7.702965511	7.133940832	6.854729747	5.504722885	4.588066822	4.82728597	5.324528986	5.381031127	5.748158946	4.924843178	4.799963722	5.00117966	5.13207865	4.944662841	4.86657632	7.029350992	7.444906405	5.786068943	7.996779168	7.301336674	7.010230211	7.406523201	7.132592751	6.185040937	5.797189813	7.449516563	7.089011285	7.360592873	7.253049587	6.173805637	5.897204076	7.17398954	7.743914262	7.383038147	7.402981614	7.005077295	5.822172827	7.568926341	7.531840229	8.027692565	6.865368999	5.752736669	6.141517695	7.74015667	7.491473544	7.472315793	7.197363889
AT3G50900	10.02735942	9.771061119	9.339668422	9.921594131	6.802599902	6.949303713	7.134126567	6.850565063	7.251207971	6.702022204	11.07911147	12.03211446	11.12192502	11.60560658	11.0142086	9.016613199	8.810373021	7.925858652	7.968907409	7.363205628	8.018975885	9.333228413	8.462508704	7.5063907	7.20908377	10.51942551	8.677480129	10.07335284	10.59862692	8.357622035	6.826789826	10.45834383	10.39319978	10.96468858	10.34740469	9.940420183	10.07109573	10.18152208	9.837566836	10.03899082	9.544925372	9.307207485	9.572592959	8.990986574	8.7630412	8.925680475	8.755290782	8.754061251	8.611266735	10.18625484	9.968817988	10.42065015	10.25311729	10.64524266	10.40160661	10.73584638	10.66749206	7.116392834	6.935284237	8.077988586	8.177841818	7.673719795	7.318855331	9.872728362	11.30564694	11.06925487	10.40346722	10.32625581	9.129147832	7.488019658	7.115472207	7.423186138	8.348906041	8.882580363	8.19386608	7.644333169	6.781019039	6.748501061	7.081122012	9.959144772	8.723706986	10.81531677	8.977236381	7.130980574	9.491783575	9.299784961	9.164153177	10.11555586	9.563438048	9.639170361	9.748493309	10.06771686	10.40505602	9.757127063	9.783499504	9.913260596	7.479627036	8.331812469	8.057214547	8.663295919	8.744278319	9.137592686	8.242805122	8.406767939	8.296566007	9.900965998	9.248082937	8.234144179	8.574140785	9.979732416	10.08361953	10.36524597	10.93194814	8.94746952	8.669577059	10.0384325	10.25409549	10.3195957	10.58768885	8.975743166	7.992302984	9.318125802	9.053393345	9.476666059	9.307993988	8.577587564	7.767598977	9.093001529	9.355940076	9.750764252	9.41160457
AT3G50610	4.739038402	4.9075775	6.001985994	6.333736795	4.628467476	4.838841221	4.631975747	5.112948598	4.723330013	5.060881026	7.134349415	4.715580803	5.098888224	5.276686413	5.122416834	6.361569902	5.173174955	5.936299462	5.231595597	5.239329016	5.375768148	5.638766036	5.098100034	4.799173805	4.868801867	7.121034757	5.76061988	5.327793915	5.36251236	5.050226702	4.959903545	4.831116635	5.513844654	5.095668276	5.07614931	4.723927002	4.632277173	4.659119104	4.654310757	4.729525048	4.962406504	4.824986866	4.857762601	5.171866805	5.409336162	5.292269757	5.188273586	4.715147234	4.79340632	7.117916958	5.753662773	7.188566588	7.694424069	7.159057348	8.764454724	5.263569978	4.747293341	5.14670271	4.9399821	5.590504289	5.421085136	5.811216055	4.986445715	5.339708544	4.671517974	5.286051422	6.202015429	5.211125731	5.528567841	5.092985472	6.172286588	5.68653068	5.307770413	4.860539427	5.649140278	4.955814091	5.047034948	4.840558061	6.726473506	5.449382644	4.993634098	6.33653887	5.096391969	5.22603453	4.631959125	5.18252525	5.110365789	5.309947136	4.650518928	4.513066188	5.344987095	4.679205686	4.929644177	5.639821199	5.560327886	5.211292269	5.007532915	4.85956199	4.973424349	5.528054958	5.301850159	8.295208837	7.234742504	8.657863993	8.50374497	5.255212984	4.917121004	6.307584222	5.65059463	7.199161017	6.229074263	5.317700565	6.478760003	6.189587464	5.156489604	6.276447114	6.180291508	5.929532701	5.967984916	6.43720078	5.524935268	7.118920161	6.625252296	6.627875516	6.181050107	5.851283786	6.231963829	6.869322886	6.92315003	7.091684036	5.693528888
AT3G50640	9.290162333	9.38452567	8.186328084	9.088280506	7.390741312	7.908417562	7.356064458	7.33133667	7.21052131	7.521094664	7.471747826	8.982025515	8.672743691	10.29935948	10.54723219	9.50665633	8.507029232	7.834842221	7.021486971	7.706312382	9.5522507	9.493802516	7.737252693	7.190278644	6.88570969	8.249656797	8.156902368	7.420141086	8.032651124	7.811024794	8.217101915	7.051822579	7.64977731	7.896042838	9.067679156	9.083492817	9.108153175	9.25291363	9.071332472	8.92198442	8.294941337	8.060096777	8.29045027	8.119711165	8.017380606	8.100546658	8.77189857	8.891672179	8.635493159	9.112856425	7.943159093	8.219375079	8.469431456	8.690058355	8.427496944	8.671812494	8.973556671	9.616289813	9.55688253	8.819320568	8.784662016	7.160139857	8.307368596	8.174544866	9.625893303	10.05275586	10.35039171	10.67781641	9.906157244	7.843609557	7.52888262	6.583109475	8.820345593	10.05127532	9.911385004	7.945043438	8.377508952	7.030846399	8.626105558	7.618033539	7.496013313	7.867485976	8.445248245	8.768664687	7.763194488	8.013083765	8.239883917	8.674241288	8.759996595	8.808195616	8.94848394	9.092972198	9.222848485	8.101275635	8.056412563	8.096905897	9.028926941	9.271781953	9.125342491	9.295982569	9.156185534	10.0936759	8.017108849	8.823046375	8.725531	8.992078764	8.926826748	9.399274329	9.133562262	8.955982335	9.150494919	8.729251958	8.786367101	9.287056768	9.293826642	8.929414849	8.063363631	8.674241288	8.719080629	9.3855001	9.299309282	8.607306553	9.12464977	9.143374024	9.391225737	9.577370532	9.074253476	8.696725366	9.05964905	9.35867063	9.080540112
AT3G50740	9.658775019	9.627376927	8.545884793	8.703964869	8.532153181	9.157884767	8.584921372	9.186996293	8.733730216	8.539121397	8.141418895	9.032752829	10.15104959	10.19970117	9.719482872	9.966879954	7.599483059	7.035463409	5.99176766	6.26284445	6.685918438	6.470476405	6.512237134	5.727262359	5.64184561	5.741492907	7.169461307	6.972288671	7.669514417	8.219256548	9.022238513	9.315482299	8.987333134	8.674715672	8.623792665	8.727353725	9.050601855	9.180427673	9.216673972	9.509787714	8.506194005	8.760676129	8.724843718	7.24443979	6.75525324	7.164097071	7.187975421	7.311197098	7.250276799	7.942077867	7.918611378	8.255576687	8.577304775	8.053188719	8.113495694	8.590514425	9.655154477	10.08829646	9.740050456	9.039713794	9.287511874	8.911794117	10.39706559	8.515921048	9.103175413	10.19338758	8.868669293	9.545053309	10.3955128	5.998868258	6.155932067	6.133296383	6.706558096	7.016189282	5.973799432	7.246090342	5.461881363	5.576436809	6.606976084	7.519435539	7.598639327	8.264120877	9.088598528	10.03968669	9.932065443	9.613000625	9.332019187	8.604146187	8.873740266	9.437953736	9.44912737	9.579267438	9.507319977	7.584177015	7.656459585	7.918094689	7.964638056	7.820596361	7.925512285	8.114229244	8.805903646	9.439037417	8.167640118	9.080623698	8.955871385	9.139787138	9.852217436	8.568465318	8.207218596	9.536843884	9.36689064	8.913628779	9.317226493	8.736049888	8.511501189	9.458878337	8.883562642	8.887811209	9.617356581	8.069361106	8.380129175	9.29694156	9.3452263	9.375212474	9.560074261	8.253671656	8.232338396	8.672213332	9.273956544	9.504653509	9.504245839
AT3G50660	8.47241482	8.416213159	7.984716912	8.110599909	6.541825372	7.000220267	6.99556067	7.174392381	6.36999625	6.226739017	9.454366572	8.863419414	8.851792403	9.899115344	9.980173705	8.10277341	9.204690838	9.210021282	9.684434303	8.300481537	7.267256735	7.032373838	9.704955213	9.749558981	9.270181807	9.278666197	8.136797444	7.893989315	8.602043054	7.915565223	6.960927123	8.647885501	8.564138313	8.24597743	8.357355838	7.979387126	8.020133292	8.265390071	8.250341449	8.063723776	9.159700331	8.841417916	8.830494824	9.190596747	8.824538568	9.337051045	9.284016894	9.257059689	9.325067235	8.79305835	8.566781569	8.891249522	8.780259334	9.042185448	9.179937634	7.637680128	7.932328733	7.316692144	7.240949206	6.7965413	7.042724181	5.897187443	6.300945773	9.763771958	8.360086915	9.138157806	9.58237756	8.817636449	8.383358336	9.486308777	8.861091356	7.729956532	8.183473367	7.433827011	7.026623791	8.197276709	7.949439385	7.438282379	7.566596092	9.010169126	7.358097978	8.937499378	7.934045848	6.839720265	7.175425678	7.152184729	6.95926821	8.131634553	7.940572997	7.933512134	8.529650017	8.185948449	8.180320817	8.777470575	8.785243535	8.755184284	7.063303365	7.778499475	7.570013968	6.935632794	7.02328412	7.713485884	6.815418731	6.968704227	7.315082965	7.237268002	7.273889772	7.410975995	7.365747282	7.826575027	7.614958754	7.724849096	8.203225039	7.48372349	7.368331949	7.650163004	8.076101608	7.675808488	8.313907523	7.000215158	7.23704302	7.972738318	7.52024279	7.846161491	7.580359502	7.328659072	7.354845232	7.790289743	7.939192461	8.148258057	7.830065661
