	SS_N_0	SS_N_1	SS_N_2	SS_N_3	SS_N_4	SS_N_5	SS_N_6	SS_N_7	SS_N_8	SS_N_9	SS_N_10	SS_N_11	SS_N_12	SS_N_13	SS_N_14	SS_N_15	SS_N_16	SS_N_17	SS_N_18	SS_N_19	SS_N_20	SS_N_21	SS_N_22	SS_N_23	SS_N_24	SS_N_25	SS_N_26	SS_N_27	SS_N_28	SS_N_29	SS_N_30	SS_N_31	SS_N_32	SS_N_33	SS_N_34	SS_N_35	SS_N_36	SS_N_37	SS_N_38	SS_N_39	SS_N_40	SS_N_41	SS_N_42	SS_N_43	SS_N_44	SS_N_45	SS_N_46	SS_N_47	SS_N_48	SS_N_49	SS_N_50	SS_N_51	SS_N_52	SS_N_53	SS_N_54	SS_N_55	SS_N_56	SS_C_0	SS_C_1	SS_C_2	SS_C_3	SS_C_4	SS_C_5	SS_C_6	SS_C_7	SS_C_8	SS_C_9	SS_C_10	SS_C_11	SS_C_12	SS_C_13	SS_C_14	SS_C_15	SS_C_16	SS_C_17	SS_C_18	SS_C_19	SS_C_20	SS_C_21	SS_C_22	SS_C_23	SS_C_24	SS_C_25	SS_C_26	SS_C_27	SS_C_28	SS_C_29	SS_C_30	SS_C_31	SS_C_32	SS_C_33	SS_C_34	SS_C_35	SS_C_36	SS_C_37	SS_C_38	SS_C_39	SS_C_40	SS_C_41	SS_C_42	SS_C_43	SS_C_44	SS_C_45	SS_C_46	SS_C_47	SS_C_48	SS_C_49	TS_N_0_0	TS_N_1_0	TS_N_2_0	TS_N_3_0	TS_N_4_0	TS_N_5_0	TS_N_0_1	TS_N_1_1	TS_N_2_1	TS_N_3_1	TS_N_4_1	TS_N_5_1	TS_C_0_0	TS_C_1_0	TS_C_2_0	TS_C_3_0	TS_C_4_0	TS_C_5_0	TS_C_0_1	TS_C_1_1	TS_C_2_1	TS_C_3_1	TS_C_4_1	TS_C_5_1
AT3G54890	6.481724998	6.446334578	7.466020875	6.935961866	6.451981208	8.031374604	6.005607223	6.590927959	5.576404602	5.562222715	7.104913323	7.166355881	7.105921062	6.612595207	6.1278707	5.926408383	6.270960275	5.273081279	7.59915267	6.778909346	7.22531497	6.18073187	5.018033272	4.599153695	5.136605628	8.666137566	8.126539949	6.7436375	6.485039019	7.214676944	6.42140727	6.650478084	6.090010423	6.214218816	7.067653697	7.685939586	7.011465936	6.611839574	7.242628493	6.874031879	7.332760752	7.495077263	6.889473506	6.315325462	6.156041436	6.478618721	5.576923277	6.115106732	5.876012576	5.827612221	6.23015873	7.5242794	5.731346344	5.607568437	4.950426703	5.019162985	5.616501225	6.425052344	6.975722121	8.006275261	6.94250928	6.460408661	5.64376344	8.089723915	6.865826005	8.896177301	8.03009963	9.645055627	8.896269953	5.963621611	5.659379641	6.739133078	7.697023299	7.691547569	7.258431386	5.596892728	5.366997974	5.348060645	6.238376259	6.216912801	7.821428543	6.601915114	7.530946416	7.379000806	6.681698959	5.900179628	6.010879031	6.697738756	7.344104325	7.768978568	6.169387616	7.41823787	6.506390449	6.296056963	6.603829598	6.544575877	5.780456221	5.664797018	6.148167595	8.235875987	6.129600829	7.687966364	6.701279632	5.514545001	5.174295815	7.156848614	4.965244919	5.901652176	6.626116282	5.872567671	6.04460544	9.695527437	6.181844117	6.069745614	6.560063967	6.035242484	6.271287455	6.234475052	6.132530807	6.051235859	6.237183054	5.583134125	5.874269779	5.39066173	6.127704699	5.599568676	6.615345303	5.606074675	5.495441177	5.901895983	6.188181579
AT3G54900	9.078739403	8.598166596	8.863299228	8.882086342	9.06878274	8.986139568	8.75501695	9.055392521	8.292018125	8.374037246	6.292060309	5.416288763	5.991967472	6.019476132	6.764067546	6.228792132	6.780834052	6.125619585	7.170517447	7.037663475	6.223764505	8.145446525	6.367361466	6.79836047	5.880980214	9.503059477	9.285790023	9.11990022	9.762295602	9.708886216	9.094533774	8.751851582	8.895350186	8.742749589	8.662723495	8.561932864	8.252564908	7.965379277	8.42624036	8.131523176	7.746343244	8.073004034	8.108852899	9.306984329	9.26498631	9.111620597	9.277340554	9.132617095	9.076899689	9.662527273	8.826948857	9.54535231	9.863372925	9.776131551	9.936661569	8.11042562	8.760390686	8.173057328	7.991358517	8.259963402	8.429450977	8.517964635	9.149738858	7.516588121	5.332219253	5.687845838	6.988067486	6.271911893	6.528866417	6.295762793	6.44787107	6.030556449	8.023657208	6.557118733	6.626292651	5.966347542	6.046728287	6.418042382	6.983508909	9.499596791	8.624421525	10.15019157	10.23171116	9.951457317	8.109219854	8.596954934	8.662698514	7.951437327	7.721845609	8.041424698	7.962013173	8.061289917	8.206431469	8.065265841	8.102486698	8.298550407	8.158366396	8.375278442	8.627638356	8.17043616	8.129184333	9.068814177	9.068362276	8.720995643	8.482591262	8.022697989	8.037076096	8.137996381	7.9339794	8.778939255	8.654403299	8.492693403	8.880806725	8.358980753	8.114371137	8.587333456	7.631532375	8.506672542	8.987209722	7.847913094	7.957782014	8.499183133	8.569473215	8.3818861	8.635918171	8.062202916	7.860400653	8.208834337	8.43305274	8.565671081	8.334219572
AT3G54580	9.512362095	10.41835553	9.626463262	9.531454902	8.521066749	8.424926739	8.024879913	8.278071592	8.914689491	8.496595622	6.1777304	6.698388136	8.051056007	5.697171862	6.981992908	6.636678412	7.523560508	9.090468793	7.392372567	8.139756429	8.645802593	7.35234508	7.419653551	5.881472106	7.953626041	7.228202002	9.246375491	5.952025241	6.605743987	7.1226678	7.623950158	6.856482699	7.668571565	6.97595817	6.31090221	7.530299999	6.880036513	6.984498917	7.08826722	7.390912741	7.344727924	7.625651991	7.533408612	8.351211062	8.332980495	8.18819434	8.568689636	8.519190925	8.522375141	7.301604436	7.027537567	7.298906652	7.247458789	7.479290838	7.263029351	7.180133824	7.388444147	9.740827099	10.00309731	9.955779034	8.914537857	7.537461785	7.640001795	8.091621725	5.992167531	6.899158775	6.947486063	6.321091995	7.013249653	7.69233811	8.158156438	8.638893153	5.875930631	5.820187073	7.147269728	7.307469781	8.482351888	8.81770849	9.8913075	7.241872616	7.804791246	6.6330576	6.981421722	7.17402222	6.517969358	7.69451519	7.436582275	7.758589727	8.080909507	7.604933437	8.13933409	7.666435192	7.269278248	8.242398359	8.164846125	7.817397168	7.894419728	8.218072682	7.986038652	6.839897705	6.666342153	6.805199204	6.984966905	5.322383638	6.268638041	7.262573023	7.675470016	8.386246217	8.691745019	7.343752756	7.299879477	7.280149086	7.147517132	8.411876264	8.335771096	7.441699691	7.989522109	7.567270204	7.286981651	8.313011975	8.317966935	7.256236373	7.572882556	7.321839741	7.552944543	8.488365317	9.026882263	8.398612223	7.96185178	7.351567144	8.188667721
AT3G54590	11.11011747	11.89805975	11.07279031	11.05296211	10.19817816	10.62124477	10.47806311	10.39596883	10.29704958	10.1258371	7.339315097	7.718883208	8.985861073	7.748853692	8.070321092	8.348420708	8.610909314	9.384238104	7.834392554	9.153406369	10.05552548	9.142768515	8.062487834	6.664617302	8.834105827	10.47714305	11.67690642	8.923058871	8.494891398	9.005068339	9.540110188	9.105234542	9.264165567	8.970187216	8.478958767	9.798604769	9.496338535	9.167993145	9.475925682	9.545244054	10.00393882	10.36472775	10.17304547	10.7009078	10.58173514	10.73269154	11.05384735	10.99924255	11.12722266	9.247617677	9.196256671	9.553147022	9.789438895	9.55302613	9.638136855	8.751344805	9.407201384	11.02336311	11.53842691	11.32454132	10.46444819	9.800491391	9.970965938	6.770273432	8.05504218	7.43523301	7.992424402	7.72621049	7.076092184	8.936782485	9.014607542	8.97498429	7.085803923	7.367674307	8.085550034	8.802651941	9.091242977	9.397143504	10.46511592	8.897047867	10.11399756	8.257927261	8.840970931	9.040682657	8.682921558	9.298525629	9.603783593	9.861092376	10.23226374	9.691828068	10.20951982	9.843367367	9.738305667	10.83067137	10.75023331	10.31638842	10.22646953	10.41890486	10.5569162	9.265681358	8.639435467	8.931579	8.26398636	8.201513229	8.61975574	9.110828186	9.521926909	10.08489556	10.15710013	9.769422011	10.14260214	9.966273228	9.630371576	10.03849512	9.967508768	9.992787592	11.20756128	10.22126435	9.890718534	9.705810809	10.11745759	9.608946905	9.950297074	9.881331627	10.12545026	9.907689702	10.02416314	10.60961683	10.43841164	9.669398245	10.48816504
AT3G54500	5.452843107	4.829880624	5.585827255	4.508182516	4.777300862	4.386648643	4.761236507	4.575533079	4.492948502	4.401084156	6.218436644	6.727164387	7.653555407	6.264473063	7.018715624	6.963840737	7.021373209	5.899930125	5.688785078	7.061149241	7.122242045	7.489516593	6.264477594	5.948311663	6.321283694	6.003522879	8.152123856	6.800321045	6.398085523	6.00800066	6.667486546	6.063398261	5.79053451	6.137316658	6.567103477	7.330523475	7.500287294	4.00693134	4.766141699	4.412449324	6.586480262	6.932832837	7.317706469	7.254966086	7.576110264	7.402199123	4.539642376	4.425001004	4.724479281	6.55854672	7.007540727	7.32438724	6.960693587	7.762496644	7.777947492	6.407528598	6.541236094	5.327826665	4.604952841	5.433403308	4.666160427	4.443326728	4.411017852	6.080483128	7.326398822	6.738201522	6.272312492	7.582624458	7.661589842	6.804717258	6.493023467	6.258166728	6.125319716	7.939512891	6.980751404	6.029051469	5.749359758	6.144250722	5.766098084	6.479472214	7.502787785	6.145239936	6.121141948	5.55814203	6.283422121	5.700173163	6.227442286	6.774000459	7.441980195	7.220129188	4.560478828	4.810648448	4.724311959	6.66296662	6.73046227	7.25451246	7.409843594	7.609846384	7.807976993	6.743464031	6.8188723	6.087280829	7.738681715	7.292215179	7.535075037	6.126953555	6.091717639	5.783873543	6.137171782	6.811521893	6.426564234	7.129754554	6.558159657	5.672294181	6.356706558	6.496675246	7.516320457	6.403533788	6.854435796	5.969337793	5.992803388	6.503936408	6.343166011	6.52818569	6.601019044	5.4751498	5.703613494	6.222449526	5.972610584	6.430562128	6.683518106
AT3G54270	5.746874697	5.747117518	4.926657169	5.655077659	4.84527651	5.66794748	4.94579306	5.584593816	5.354945366	5.656657887	5.812906269	6.557436842	5.97958271	5.784705291	6.134281306	5.974438951	5.664640782	5.036798881	5.486724306	6.051444585	6.013006995	4.936345488	6.238851426	6.014168531	6.453022743	5.378737801	6.302819399	6.535273464	6.114837473	6.386505815	6.806942043	5.511116554	5.26941035	5.58117886	5.797953172	5.94881199	6.217246626	6.220413778	6.008375612	6.241471076	5.970659575	5.8191771	6.045443911	6.896765945	6.864157931	6.629936162	7.420565541	7.733990226	7.647415029	5.984040784	5.606888045	6.405807575	5.298501741	5.556168355	4.956959123	5.257871431	5.933926669	5.53071627	5.822651755	5.227528113	5.220238481	5.403578171	5.622525528	6.35547051	6.556329353	5.055335833	5.648419164	6.024191705	6.426139442	5.149743022	5.613504292	6.115405162	5.347242429	5.852179656	6.189237335	5.351720071	6.544534183	5.535472519	6.121864903	5.444546743	6.429646824	5.638392769	6.005609274	6.08276105	5.355593413	5.539051412	5.558604841	6.351313853	6.062595812	5.943212827	6.284924795	6.136933118	6.105826465	5.982701764	5.875280363	6.103582674	6.410952641	6.691382386	6.580641073	5.42513876	5.41210933	6.192084565	5.231833101	5.017328519	4.646980114	5.632741534	5.459665366	7.126052402	7.177859962	6.162651645	6.383334543	6.225937247	6.185955328	7.096007255	7.004543966	6.137176017	5.445984845	6.391703143	6.238109569	6.823104457	7.054215564	6.250939779	6.463749102	6.488795329	6.501819125	7.129336232	6.575267568	6.163560283	6.596580417	6.312123546	6.26448249
AT3G54210	7.515110148	7.14783663	7.829799763	7.44387121	7.912291508	8.006763691	7.947435921	7.558297653	6.824802796	7.22402474	4.438600119	6.298085141	6.388892842	5.436536112	6.14983079	5.13010115	6.758476597	5.997126011	7.259304429	5.968284504	6.377895728	7.074074686	5.976530315	6.42696979	5.846486081	7.469151405	7.752612641	7.153221675	7.297845066	8.22613657	7.594316804	7.855748489	7.773077818	7.905364686	7.751717498	7.928965395	7.795622683	8.144340925	8.201390099	8.128391988	8.006092252	8.139934023	7.895550745	7.786504665	7.697040771	7.631243388	8.257191806	8.257913269	8.044687744	7.694139654	7.72976173	7.834148006	7.641307927	8.302022372	7.872864321	7.719025469	7.725607758	7.745535877	7.384334767	7.898942199	7.896584544	6.73556142	7.179443016	5.923250479	6.353265461	6.790481049	6.866281928	7.912338994	7.566967197	7.026778561	5.790760321	5.667321423	7.834656035	6.684118254	6.025897083	6.376130978	5.725893429	6.121841504	4.116406022	7.568311008	7.072037071	7.834489045	8.634630573	8.288346144	8.000284725	8.117126584	7.984549972	7.556994899	7.761747852	7.815638692	7.607215316	8.039940313	7.913746969	7.512847884	7.663734566	7.744851974	7.763241977	7.919161449	7.988680469	7.971284926	7.457659389	8.0791187	8.024546923	8.126120353	8.104736149	7.907744397	7.8954182	5.827428943	5.865584713	7.47501169	7.206749488	8.268789908	7.313208506	6.099832513	6.177081167	7.470219653	7.594382262	7.30424188	7.312849047	5.806203035	6.088460464	7.361966998	7.161009662	7.299960273	7.204941534	6.489171296	6.156481081	7.524857832	7.419487735	7.560050598	7.482167647
AT3G53770	4.491955607	4.398943587	4.208484748	4.360278434	4.645145003	5.231424914	4.765168865	5.262842362	4.977098176	4.951247851	7.135605853	4.775612969	4.838935391	5.743652121	5.627411684	5.832250692	4.33778771	4.326451112	4.601708691	3.969138391	4.10663234	4.836042944	4.230679698	4.018277566	4.188556052	4.564153603	5.452850499	5.133947606	4.851318376	4.37594387	4.404609182	4.298804873	4.292690133	4.21772087	4.070377592	3.896700034	4.07839231	4.035707665	3.79739113	3.997384809	3.958342169	4.126900026	3.87231175	7.315672855	7.268009494	7.434722681	7.912340036	8.209366016	8.286209107	7.423477509	5.232510437	6.686478701	4.9820449	4.831964821	4.998889863	4.178978141	4.807285467	4.082265163	4.395451095	4.258113493	4.227240841	4.910003967	4.794985408	5.854106944	4.239141667	4.626133155	4.683547226	5.321007474	5.053929276	4.23088534	4.515755459	4.17832129	4.21159003	4.252062844	4.211416523	4.242144187	4.263809908	4.306217717	5.776893617	4.643876547	4.200227289	4.9561103	4.689762293	4.183119997	3.946701598	3.712607901	3.980100154	3.929814718	3.978335342	4.132932569	3.989494091	3.870249212	3.915565899	4.071674408	4.157699601	3.86384119	4.558078813	4.740942757	4.45760023	4.445216557	3.983840095	4.486038888	3.949767117	4.055429048	3.680393584	3.767214507	3.741692237	4.348260898	4.142664722	4.562565098	4.563325355	4.51661693	4.830213407	4.462650356	4.4130558	4.656479787	4.748644382	4.306416789	4.970189724	4.477448157	4.314202335	4.195001414	4.147427844	4.20963728	4.536142731	4.564203132	4.489024451	4.049748384	4.309741636	4.091432459	4.229294913
AT3G53980	11.43234536	11.53282255	11.79321647	10.72822625	11.41968153	11.1124324	10.81981063	10.90580502	11.42337963	11.03308798	6.265909129	7.038600811	5.903405568	6.494239538	5.96176747	6.111530135	9.745673094	9.513360684	11.00427562	10.5735323	9.702528633	9.878908686	6.664728909	8.629456918	8.24094187	10.97190793	10.83053404	11.61276356	11.60788275	11.35907418	11.49381145	12.33425927	12.38283643	11.93343081	11.3612767	11.31285806	11.45460338	10.53558122	10.62588204	10.68266836	11.66538096	11.78276471	11.75163798	11.75593854	11.9435102	11.80332978	10.43069698	10.28618902	10.05837425	11.55724271	10.95414351	11.47505117	10.71303746	10.4950576	10.89884169	11.30585629	11.50448849	11.52394575	11.82786987	11.70800871	10.52914388	11.68942142	11.23504465	5.534369008	6.994602356	5.972400669	5.309845086	6.269885075	5.513663302	10.45843222	10.44366333	9.978884509	11.66606065	11.11340755	12.02454908	7.171307049	7.322685198	8.649135869	6.727883603	11.72066718	11.57335344	11.53664429	11.16624169	11.24960104	12.51995308	12.35887808	12.20225652	11.02572953	11.16065191	11.36211681	10.52184457	10.28209064	10.73410973	11.31796246	11.49411243	11.97019032	12.09080738	12.06671582	11.81753867	11.64416842	11.21119962	11.90003338	10.55715172	10.57827869	10.61876186	11.47995523	11.04199548	10.7734176	10.8431767	11.40889083	11.76637423	11.55113748	11.67506214	11.33198285	11.2363754	11.4095055	12.4206541	11.39541405	11.5576868	10.36617675	10.73636653	11.57684387	11.56479494	11.41357258	11.5787516	10.58082464	10.6029709	10.9157499	11.53609889	11.34146389	11.64269183
AT3G53950	6.941023715	6.744039115	6.354147287	6.852692538	5.600440599	6.505441076	6.22614649	5.981502466	5.881716206	6.15531202	6.06813184	6.169338278	5.387007111	5.586197966	5.664627411	5.179620075	6.120725766	6.955469256	6.787280663	6.597937955	6.171840985	5.379974216	7.525244997	7.43126901	7.598798883	5.820282866	6.66688454	6.46101422	6.230618868	6.716149932	7.035142947	6.804891971	6.604547339	6.748273725	6.406874932	6.744257953	6.995692869	6.65903899	6.883229319	6.353114568	6.393627642	6.351632301	6.607139695	7.115414375	6.751662657	6.815137729	6.410363166	6.023566919	6.26439566	7.459042574	6.965622664	6.781243159	6.784489031	6.795924179	6.611495597	7.022730664	6.553529709	7.140261122	7.23284519	6.913793735	6.902958572	6.004238714	6.42566724	7.322830467	6.128279265	5.643939332	6.120594471	5.447205014	5.713705922	8.004257647	7.537019645	7.37934737	5.555241807	6.268918073	7.349992843	7.647032962	8.081334174	6.902958572	6.646709026	6.39304144	7.098714219	6.591325708	6.417756893	6.880911376	6.813107359	7.057336665	6.936200631	6.739131571	6.93637288	7.063715468	6.915289837	6.906481866	7.065435563	6.679346661	6.686372357	6.665994892	7.218762555	7.280439073	7.407060237	7.709442017	7.353900856	8.600480195	6.931275563	7.715759773	7.716625625	7.142981167	7.198424674	8.126516179	7.909939992	8.091830621	7.974202252	7.272768352	8.061912371	8.321366191	7.904539988	7.853449169	8.30542518	7.662617648	7.974493547	8.053254669	7.909872944	8.242977814	8.123430944	8.163187656	8.101254572	8.114687895	7.616438835	7.946716214	8.398133637	8.458259182	7.885614454
AT3G54070	4.601184493	4.505043561	4.146981465	4.488459563	5.877188618	8.922636332	6.469223123	7.174912728	6.064108445	8.281456848	4.049465761	5.786748728	4.910539007	4.86395346	6.114477019	4.651009527	4.588387653	5.13804694	4.223764337	4.860881047	6.037273867	6.424910439	4.932322544	5.030762431	4.915413551	7.308853647	5.824206638	5.625727565	7.416656037	6.495009172	7.147403846	3.275197073	3.952013149	3.77913861	4.5508192	4.282994271	4.504856227	4.485029796	4.270068987	4.361056657	4.630148177	4.444146018	4.305453571	6.871669506	7.680544401	6.38387117	7.606602109	6.750196256	6.671268457	5.046056613	6.250048466	6.120197559	7.152958989	6.892861109	5.772477417	3.876261676	4.000106501	4.4184735	4.464585431	4.134110817	4.453624923	5.600616965	8.227895556	4.6331984	5.209048308	4.072884844	5.345695354	5.873379375	4.561118626	4.622980927	5.346299707	5.023698062	5.998384407	5.647699028	5.321278463	4.634941243	4.998631368	5.096026613	5.717391607	6.824344643	5.694730038	7.069093601	6.789269313	6.428973945	3.729671959	3.598004036	3.793260081	4.196250729	4.446863881	4.171896793	4.272310413	4.342849191	4.073979336	4.146366628	4.427481877	4.464061808	6.118104335	5.814219982	6.248430829	4.581947682	4.212481026	5.118009283	6.431838489	6.623929745	7.734723017	3.859546527	3.933820543	5.619678584	5.395241344	5.357172913	5.510437773	4.93067265	5.279682624	5.268937105	5.534614925	5.107755628	5.232990168	5.127039361	5.353731054	5.226944353	5.49224814	5.064804801	5.68832903	5.124166148	5.230814214	5.374502002	5.836939487	4.946841191	5.233272436	4.757621929	5.262955328
AT3G53650	4.106546599	4.421768406	4.678474262	4.737926604	4.687690404	4.174456288	4.144879967	4.08150167	4.10724549	3.845765853	4.290424511	5.966135009	4.4193277	5.279134509	4.149507012	5.073115065	5.218065313	4.186131941	5.017711086	4.421515863	4.048521961	4.553259524	4.387157513	5.144725294	4.037781194	5.513988543	4.538996246	4.649220782	4.687741	4.236660911	4.122229918	6.008144403	6.285940916	5.791197222	5.953868757	5.301100394	5.504491728	6.016411707	5.726760604	5.655831237	6.196473523	6.692299914	6.554755947	6.239824907	6.32826078	6.504988334	6.254278377	5.912258559	6.663540645	3.856981677	3.856390702	4.076712213	5.16873666	5.111755263	4.183686609	5.376158061	5.42232906	4.258410442	4.220355083	4.543180009	4.828553211	4.799459011	3.583147951	5.659235456	5.733632013	4.265249744	4.711827546	4.650098169	4.069849937	4.63382011	4.303034325	4.008843505	4.325818126	4.467147041	3.960547402	4.59272309	4.101216051	4.473794592	4.706182656	4.04890591	3.952847816	4.676123531	4.333624736	4.321388694	5.938362754	6.698620697	5.842293103	5.995543993	5.087137097	5.24260042	6.074982211	6.29815572	6.268360836	6.497025065	6.535211981	6.533984841	5.855623598	6.825461507	6.752555572	4.012826884	3.941189813	3.983391515	4.948638465	5.066387419	5.415897534	5.776938244	5.9132132	4.329412437	4.722136483	5.619759112	5.342693025	5.523312459	5.74344843	5.421316938	4.452124577	6.033569829	6.675513363	5.258974242	5.714147161	4.578060263	4.679649086	4.974653788	5.478470029	5.631586654	5.619759112	4.504408032	4.554338188	4.734742182	5.710511542	5.207185344	6.100592531
AT3G53150	6.878280516	6.65702293	5.513946126	5.466814471	6.875018568	7.189572159	7.09586974	6.877585463	7.216450095	8.218532077	6.863301678	7.471580284	6.626217374	7.683276376	8.921896643	8.373292292	6.001752349	6.040868602	6.455313855	7.232936013	7.612035628	7.507031574	7.078581962	5.607914116	6.946600406	8.225062388	7.506515681	8.347990915	9.570715864	8.461969989	9.078038123	7.259472003	7.285745478	7.027851336	7.656070081	7.596777761	7.925979955	8.109481609	7.850379257	8.237152185	6.737315739	6.812997469	6.97272251	6.852135964	7.261287889	7.000206018	6.154944164	6.030055731	5.746145131	8.474955256	9.021351973	8.834707112	7.408721303	7.521853174	6.986074526	8.316256321	7.982404335	6.102599024	5.582605728	5.085922378	5.322195293	6.400146612	7.124363787	8.493913751	7.704606259	8.403857261	7.335652431	8.605546336	8.146603548	6.638489812	5.931749312	7.035581196	7.899928192	8.88929915	8.107630005	6.807464182	6.877872677	6.710573979	6.245377323	8.430843849	8.953639196	8.528825867	7.997975291	8.904743894	7.309516997	7.551049626	6.870906922	7.759003381	7.575639126	7.942131095	8.017441558	8.234059725	8.63323176	7.614017904	7.588911045	7.501164101	6.960538326	6.646725461	6.925114392	8.373867927	7.525536871	7.706371012	7.405776593	6.902944525	6.555514742	7.575314322	6.845111345	7.125730058	7.390287725	8.42049933	8.863701997	8.914555029	8.932547588	7.41968806	7.441556495	8.339118229	8.765317532	9.078370858	9.355745522	6.949645014	6.64420871	8.056932124	7.799932215	7.944135086	7.853461819	7.299826641	6.257735989	7.820645167	7.844225317	7.899298672	8.001694283
AT3G52960	11.22421662	10.94520393	11.21711004	11.43183601	8.871331641	9.711462943	9.145843168	8.979171159	9.241225593	9.486669514	9.192764837	7.802582638	9.130948595	9.578493646	8.901705551	9.364395743	8.561814021	8.912410106	8.50637609	9.203533507	8.217551432	10.5676673	9.366158078	9.602411713	8.491223734	10.75100634	10.80704157	10.2958625	10.60531536	10.6831475	9.90288853	10.1869613	10.09464944	10.10791369	9.744116314	9.820660878	9.457708309	9.80212595	9.863543237	9.866716072	10.64185353	10.52954299	10.45571187	11.56928638	11.34562142	11.19741321	11.15607803	10.93821655	10.72225266	10.6766175	10.70378076	10.87325592	11.74178107	11.72525652	12.08158286	10.07325085	10.38601167	9.681550619	9.607581215	9.770928352	10.07980023	9.022545877	9.519007758	8.480702382	9.030252579	9.372070889	10.08138775	8.943416519	9.253538138	8.357669482	8.954069258	8.243469142	9.184883107	8.328650808	8.501927078	9.198866226	8.641257618	8.565458367	9.138976083	10.65989167	10.07232588	10.87990695	10.75370723	10.12404315	9.62223529	9.920068462	9.927666312	9.911231601	9.947532261	9.589218566	10.60785178	10.10951295	9.991097534	10.73832253	10.77862135	10.64499365	11.0246432	10.5956477	10.5895576	10.25301198	10.18661089	10.12894081	9.586859568	9.745938499	10.04317368	10.01693243	10.10298613	9.018912432	8.720672912	9.724654557	9.976678256	10.05830839	10.2403631	9.318570981	9.239076141	10.05767427	9.318881372	10.11928264	10.18569135	8.427671464	9.097423685	9.576738233	9.929898829	9.753868262	10.23423079	8.947843976	8.838485451	9.65002666	10.15943934	9.455324574	10.43690403
AT3G52840	5.991280263	5.678417369	5.223875669	5.299049885	6.712946185	6.02926306	6.84053549	5.68653068	6.274862572	5.773853369	5.278785942	5.453883325	5.488298601	5.670539049	5.776386967	4.788627653	4.82221441	5.215595434	4.932375223	5.657538533	5.84575952	4.854943756	4.669604162	4.353546004	4.42457554	5.149781257	5.755864826	5.193620382	5.711798801	5.77320997	4.611281945	6.557748798	6.700974664	6.927675089	4.65807964	6.441914929	5.30504971	6.246960164	6.534904442	6.030892631	4.897537677	5.346054237	4.765691795	5.545305992	5.477198772	5.357139	5.884469695	5.909632862	5.675682609	5.91328665	6.418820047	6.192741367	5.103578955	5.066485095	4.884021897	5.747582947	6.768390633	4.798565593	5.085577131	4.953602649	4.673889117	5.875581944	5.034942043	4.640578643	5.154793601	5.809257454	4.517860563	5.329937796	5.364551627	5.015102965	4.820670167	5.461311052	5.46956863	4.917107081	4.981357053	4.572008408	5.023058684	4.506209959	6.242347926	4.849920813	4.65226878	5.555781644	5.735830114	4.72939865	5.914920401	5.652375447	5.642384869	4.984310374	5.402635105	5.800857998	5.527623374	6.601744777	5.768909743	4.787735378	5.021321392	5.351393637	4.644185445	4.88040019	4.739249352	4.695828885	4.443127936	4.670552579	4.252031961	4.35082133	4.708886591	5.912751102	5.560795026	4.983182276	4.805123929	4.438621302	4.719470963	4.726024702	4.425401829	4.503783852	4.691121422	4.381769254	4.546163342	4.630808122	4.523436207	4.903209492	4.672996184	4.491354188	4.735659794	4.471309594	4.469563715	4.695828885	5.036924238	4.515148507	4.426096108	4.42908805	4.382508641
AT3G52870	7.684026534	7.408432819	8.169982845	7.79832221	6.602796699	7.239667564	7.072800806	6.703185889	6.114506055	6.441828997	7.005280433	5.01053772	5.876697811	8.086813216	8.717058637	8.155138208	7.880095164	7.785012196	9.007955853	8.928392998	8.298149815	9.052137799	7.434356985	7.65036966	8.009038842	8.174482507	7.956633889	8.958459719	9.468663163	8.299930355	8.471729988	8.540284684	9.019107774	8.802413289	8.402426083	7.68763999	7.913880631	7.724578862	8.233999209	7.8726218	6.179938093	6.136908055	6.313163057	6.767369763	6.789048051	6.778293638	7.092757067	7.01854612	7.182003357	8.699171605	8.711193182	8.698619321	8.68661295	9.307491494	8.3072294	8.559825788	7.988557319	8.093365209	7.500501467	7.664162577	7.668376141	6.104438388	6.912310976	4.885211986	5.592750708	7.181135357	7.450519154	7.41475493	7.69087829	7.791483067	7.790931291	8.018708006	9.768873501	8.491301445	9.118826876	6.827251221	6.815747309	6.687017298	6.556585912	8.599663544	8.766846978	9.361703454	8.688024283	8.017655621	8.198742636	7.828060489	8.097886721	8.169386997	7.391422534	7.461174727	8.045622921	7.830538606	8.253089899	6.198916757	6.227319371	6.324619546	5.808470065	6.183663912	6.192858989	8.622117142	8.200743538	7.936509124	8.850493241	8.958501862	8.801733482	8.316298857	7.980358195	6.344695278	5.729745297	8.216730284	7.40124903	7.646580266	7.907370019	7.35533473	6.263661865	7.872544167	8.062849884	7.717098153	8.059981239	6.395926262	6.421426351	8.236283558	7.726190769	7.938418342	7.979892688	6.619446861	5.855429656	8.303410167	7.857315416	7.993368062	8.007635403
